snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hydro,Other RES,PV,Wind,Wind offshore,demand
2030-01-02 11:00:00,0.0,68.55101376885301,142.81705881463,3768.2104107444957,0.0,61.262630658,0.0,336.226896327,87.3832923501,1499.87895458,2681.007676935562
2030-01-02 12:00:00,0.0,68.551216477962,142.82450760863,3721.6473422701865,0.0,61.262630658,0.0,422.797180965,77.6834656033,1481.09903019,2692.5427934746053
2030-01-02 13:00:00,0.0,68.551637426314,142.83997587036,3739.6638785762043,0.0,61.262630658,0.0,429.198022917,76.0034630452,1436.59721782,2670.7942460130566
2030-01-02 14:00:00,0.0,68.551385674678,142.83072494878002,3853.024910201621,0.0,61.262630658,0.0,334.384759641,77.729993089,1393.72274398,2648.1845678904892
2030-01-02 15:00:00,0.0,68.55214992071501,142.85880810357003,4147.276127930324,0.0,61.262630658,0.0,162.29032633,80.5028017189,1366.82875672,2681.0339178574463
2030-01-02 16:00:00,0.0,68.567467127775,143.42165760006,4769.0,0.0,61.262630658,0.0,0.0,89.2158265115,1366.16008875,2796.884017783028
2030-01-02 17:00:00,0.0,68.56805114252701,143.44311793600002,4769.0,0.0,61.262630658,0.0,0.0,93.1637130539,1351.13720423,2884.6759673564397
2030-01-02 18:00:00,0.0,68.57529717580401,143.70938228597,4769.0,0.0,61.262630658,0.0,0.0,96.7160895143,1334.66384112,2880.0893398265466
2030-01-02 19:00:00,0.0,68.493047137388,140.68700408575,4769.0,0.0,61.262630658,0.0,0.0,101.150745079,1290.91617746,2796.923825440036
2030-01-02 20:00:00,0.0,68.46372420216001,139.60949698781002,4432.311439572693,0.0,61.262630658,0.0,0.0,105.963235726,1173.79271934,2643.3580233605107
2030-01-02 21:00:00,0.0,68.48320307627401,140.32527202721002,4333.860957779594,0.0,61.262630658,0.0,0.0,108.403533242,1021.97655725,2450.9895737300812
2030-01-02 22:00:00,0.0,68.504102548904,141.09324869551,3937.1049108884486,0.0,61.262630658,0.0,0.0,113.373111464,865.737875599,2225.9825940561327
2030-01-02 23:00:00,0.0,68.530010080855,142.04525262522,4454.984568186745,0.0,61.262630658,0.0,0.0,117.568616351,764.030865113,2033.1012861360873
2030-01-03 00:00:00,0.0,68.81954857433401,152.6846984864,4184.048538170775,0.0,61.262630658,0.0,0.0,120.282271174,701.209999368,1939.7700029096777
2030-01-03 01:00:00,0.0,68.82210695946101,152.7787094752,4769.0,0.0,61.262630658,0.0,0.0,123.9922666,662.888741013,1888.1000211325033
2030-01-03 02:00:00,0.0,68.817395198737,152.6055700679,4115.3634261758725,0.0,61.262630658,0.0,0.0,130.617625174,641.030465657,1821.1594294057404
2030-01-03 03:00:00,0.0,68.818326598051,152.6397954742,4059.3973046273622,0.0,61.262630658,0.0,0.0,138.934114149,618.930594459,1762.6273573009937
2030-01-03 04:00:00,0.0,68.827901742644,152.99164586650002,4070.155974165366,0.0,61.262630658,0.0,0.0,144.905850274,579.278782765,1728.885101951281
2030-01-03 05:00:00,0.0,68.834498371134,153.23404704380002,4147.248876006574,0.0,61.262630658,0.0,0.0,152.351120844,552.769665388,1787.163154791801
2030-01-03 06:00:00,0.0,68.91155725813,156.06567003970002,4769.0,0.0,61.262630658,0.0,0.0,160.966527183,527.170050972,1978.2399084307028
2030-01-03 07:00:00,0.0,68.90900377725501,155.9718392636,4769.0,0.0,61.262630658,0.0,0.0,168.092963603,523.048141836,2216.98267188852
2030-01-03 08:00:00,0.0,68.931498766744,156.7984451492,4730.426993920848,0.0,61.262630658,0.0,0.0,184.019579453,520.539054254,2412.973082777669
2030-01-03 09:00:00,0.0,68.917047568962,156.26741822230002,4695.587564839885,0.0,61.262630658,0.0,119.306622327,194.512353051,498.811456924,2560.3421000797084
2030-01-03 10:00:00,0.0,68.91176691493101,156.0733741351,4699.82256495743,0.0,61.262630658,0.0,334.870627412,224.2025389,386.688463308,2637.985596251471
2030-01-03 11:00:00,0.0,68.93416300199101,156.89634573,4525.397375683361,0.0,61.262630658,0.0,486.464793645,224.20408009,359.912614595,2674.34926614452
2030-01-03 12:00:00,0.0,68.93427579980201,156.90049062350002,4546.255379849762,0.0,61.262630658,0.0,537.450169767,230.389915417,361.271430739,2682.726903593163
2030-01-03 13:00:00,0.0,68.916023397535,156.2297837913,4769.0,0.0,61.262630658,0.0,495.517927498,241.052238096,384.472717972,2661.44533743535
2030-01-03 14:00:00,0.0,68.90947376813301,155.989109653,4451.381158798071,0.0,61.262630658,0.0,376.276042211,251.759900312,419.069103397,2641.5277636865017
2030-01-03 15:00:00,0.0,68.92469697701901,156.5485050716,4769.0,0.0,61.262630658,0.0,191.240149002,249.898586159,404.655610889,2679.9678580921886
2030-01-03 16:00:00,0.0,68.921737669238,156.43976168990002,4769.0,0.0,61.262630658,0.0,0.0,251.521070086,405.346620982,2802.5272440655267
2030-01-03 17:00:00,0.0,68.927225936631,156.6414347838,4769.0,0.0,61.262630658,0.0,0.0,254.416741415,429.106567952,2889.158345237487
2030-01-03 18:00:00,0.0,68.908696035402,155.9605309131,4769.0,0.0,61.262630658,0.0,0.0,263.309143234,468.836247814,2881.212522687062
2030-01-03 19:00:00,0.0,68.912807433866,156.1116092752,4769.0,0.0,61.262630658,0.0,0.0,281.50764702,458.456976672,2798.640195942874
2030-01-03 20:00:00,0.0,68.909815839755,156.0016794928,4769.0,0.0,61.262630658,0.0,0.0,289.958120349,418.775068746,2649.7368880041327
2030-01-03 21:00:00,0.0,68.90986529096901,156.00349663810002,4727.805057899881,0.0,61.262630658,0.0,0.0,294.126895376,406.152331979,2455.1825874317105
2030-01-03 22:00:00,0.0,68.912046457331,156.08364626230002,4542.121693862878,0.0,61.262630658,0.0,0.0,293.2304635,445.349376671,2218.4221738890283
2030-01-03 23:00:00,0.0,68.913730250738,156.1455193092,4769.0,0.0,61.262630658,0.0,0.0,295.525483785,457.60574725,2014.1981828570906
2030-01-04 00:00:00,0.0,68.911777132124,156.0737495783,4209.704920801086,0.0,61.262630658,0.0,0.0,294.88282254,526.826273312,1969.1244905048648
2030-01-04 01:00:00,0.0,68.91259042068701,156.10363486070003,3504.224039202444,0.0,61.262630658,0.0,0.0,282.179246178,603.205131688,1914.2391925033407
2030-01-04 02:00:00,0.0,68.91262311570401,156.10483627910003,3946.7976872837057,0.0,61.262630658,0.0,0.0,272.465297101,687.521133154,1844.5265240694976
2030-01-04 03:00:00,0.0,68.912115934244,156.08619927630002,4769.0,0.0,61.262630658,0.0,0.0,261.378756377,736.59981059,1785.940185024256
2030-01-04 04:00:00,0.0,68.91411033031801,156.1594857979,3198.5493932706154,0.0,61.262630658,0.0,0.0,255.05857201,775.569633991,1753.8657455464117
2030-01-04 05:00:00,0.0,68.914548034866,156.17556978660002,3824.8067865290427,0.0,61.262630658,0.0,0.0,245.509239422,812.624906641,1820.7559975454785
2030-01-04 06:00:00,0.0,68.91430772648701,156.1667393614,4002.8556933916216,0.0,61.262630658,0.0,0.0,231.927651799,843.567987095,2016.1573265147767
2030-01-04 07:00:00,0.0,68.874347058593,154.6983357736,3960.7709461238,0.0,61.262630658,0.0,0.0,222.027862538,863.842061043,2250.093002996938
2030-01-04 08:00:00,0.0,68.91012848586101,156.01316805620002,4399.239516193331,0.0,61.262630658,0.0,0.0,210.801394184,865.028485863,2448.8103276459783
2030-01-04 09:00:00,0.0,68.93335012211601,156.86647546540001,4769.0,0.0,61.262630658,0.0,56.3604747679,200.908674803,817.85222396,2610.243229510276
2030-01-04 10:00:00,0.0,68.91919685768201,156.3463964635,4769.0,0.0,61.262630658,0.0,148.737524699,177.302662285,649.487633706,2701.0864449188425
2030-01-04 11:00:00,0.0,68.912522578525,156.1011419175,4769.0,0.0,61.262630658,0.0,207.126447375,163.219761726,667.907525463,2748.175154456304
2030-01-04 12:00:00,0.0,68.911133448965,156.0500966538,4753.205233096741,0.0,61.262630658,0.0,232.356756469,151.615103153,688.138362382,2763.0016323402597
2030-01-04 13:00:00,0.0,68.912702401122,156.1077497187,4769.0,0.0,61.262630658,0.0,209.842276345,135.892690446,689.983618609,2742.5544203925633
2030-01-04 14:00:00,0.0,68.913208765207,156.12635668590002,4769.0,0.0,61.262630658,0.0,151.130409681,135.400733255,712.786592735,2721.805348588361
2030-01-04 15:00:00,0.0,68.91298766515101,156.11823209410002,4769.0,0.0,61.262630658,0.0,74.4784304897,141.501869196,742.259975845,2759.443220525015
2030-01-04 16:00:00,0.0,68.92682910085401,156.62685256810002,4769.0,0.0,61.262630658,0.0,0.0,139.518074134,789.878448395,2878.0311233005223
2030-01-04 17:00:00,0.0,68.917384327643,156.27979283160002,4769.0,0.0,61.262630658,0.0,0.0,143.534516355,828.559294961,2945.3417655787553
2030-01-04 18:00:00,0.0,68.915271412131,156.2021511684,4769.0,0.0,61.262630658,0.0,0.0,147.971130187,871.723783733,2909.8913511711476
2030-01-04 19:00:00,0.0,68.91405842697701,156.1575785462,4769.0,0.0,61.262630658,0.0,0.0,161.623630117,892.699679424,2805.384648396149
2030-01-04 20:00:00,0.0,68.910441540655,156.02467163720002,4769.0,0.0,61.262630658,0.0,0.0,183.786759751,929.829110646,2651.3606119868487
2030-01-04 21:00:00,0.0,68.910004653482,156.008617684,4344.695638750112,0.0,61.262630658,0.0,0.0,207.012573235,942.288627097,2460.8947184478648
2030-01-04 22:00:00,0.0,68.821895259222,152.7709302911,4769.0,0.0,61.262630658,0.0,0.0,198.810132081,647.408224871,2228.768594517682
2030-01-04 23:00:00,0.0,68.820955277466,152.7363895125,4215.080654831543,0.0,61.262630658,0.0,0.0,212.206064019,672.552993663,2034.1220044444835
2030-01-05 00:00:00,0.0,68.82147839774801,152.75561220670002,4033.7577251280604,0.0,61.262630658,0.0,0.0,232.733090051,789.76100975,1990.5538626716582
2030-01-05 01:00:00,0.0,68.82212780253501,152.77947537940003,3874.6494763585747,0.0,61.262630658,0.0,0.0,246.498433887,884.046699866,1939.5211604259587
2030-01-05 02:00:00,0.0,68.819459071723,152.6814096036,4769.0,0.0,61.262630658,0.0,0.0,247.477912338,882.126224134,1872.6218044335853
2030-01-05 03:00:00,0.0,68.819985870194,152.70076745740002,3154.0962432975443,0.0,61.262630658,0.0,0.0,241.187793337,983.72239145,1813.574196394133
2030-01-05 04:00:00,0.0,68.81902586274,152.66549081000002,3049.0,0.0,61.262630658,0.0,0.0,236.342598015,1211.4310487,1780.5454442061305
2030-01-05 05:00:00,0.0,68.818224426121,152.6360410418,3380.470556476587,0.0,61.262630658,0.0,0.0,230.382900459,1290.61121322,1835.6438827568372
2030-01-05 06:00:00,0.0,68.81909942652901,152.6681940013,3482.8607785652516,0.0,61.262630658,0.0,0.0,225.801976192,1300.28367072,2008.3737692568197
2030-01-05 07:00:00,0.0,68.822107368149,152.7787244929,3738.0057947994596,0.0,61.262630658,0.0,0.0,226.005834893,1322.7663375,2221.1037461920587
2030-01-05 08:00:00,0.0,68.819051201378,152.6664219092,3775.019443115015,0.0,61.262630658,0.0,0.0,223.91452413,1359.30991913,2415.2580065879997
2030-01-05 09:00:00,0.0,68.822124124346,152.7793402199,3936.7438799380134,0.0,61.262630658,0.0,60.6646169276,227.682382184,1409.75136031,2569.7556291589253
2030-01-05 10:00:00,0.0,68.82227043454901,152.78471656710002,3697.2394267473055,0.0,61.262630658,0.0,231.590826914,202.548689139,1497.4857827,2657.2157292508214
2030-01-05 11:00:00,0.0,68.820819593143,152.7314036262,3559.932468702961,0.0,61.262630658,0.0,384.44603857,194.293666887,1457.3031842,2698.835616455994
2030-01-05 12:00:00,0.0,68.820807332512,152.73095309430002,3306.73954719058,0.0,61.262630658,0.0,508.666863731,184.236599077,1467.41975881,2710.499081449696
2030-01-05 13:00:00,0.0,68.81987961138701,152.69686284760002,4769.0,0.0,61.262630658,0.0,499.359141998,178.546037626,1479.84397633,2691.7384288895
2030-01-05 14:00:00,0.0,68.823414760166,152.82676621070001,3606.3980746787815,0.0,61.262630658,0.0,369.880374366,170.985452362,1444.24279976,2672.9329704014604
2030-01-05 15:00:00,0.0,68.82045994795,152.71818802400003,3911.6966464315597,0.0,61.262630658,0.0,208.201873437,173.862746593,1485.33091017,2713.3557717416274
2030-01-05 16:00:00,0.0,68.817051083676,152.59292513940002,4769.0,0.0,61.262630658,0.0,0.0,174.040007281,1552.97681253,2831.453665465622
2030-01-05 17:00:00,0.0,68.840407995567,153.45120341720002,4248.925146576741,0.0,61.262630658,0.0,0.0,172.469542054,1566.11305502,2922.524302197186
2030-01-05 18:00:00,0.0,68.82535561814801,152.8980854097,4289.461045964661,0.0,61.262630658,0.0,0.0,172.607554331,1530.60500887,2927.1219973267857
2030-01-05 19:00:00,0.0,68.818522359469,152.64698896680002,4241.405745216238,0.0,61.262630658,0.0,0.0,181.015924601,1495.70182052,2852.313948795905
2030-01-05 20:00:00,0.0,68.820341019823,152.7138178646,4123.299783435086,0.0,61.262630658,0.0,0.0,197.848977954,1445.55951156,2700.9673789671638
2030-01-05 21:00:00,0.0,68.819347908663,152.67732478110003,4769.0,0.0,61.262630658,0.0,0.0,222.377286999,1366.0111767,2502.283435626915
2030-01-05 22:00:00,0.0,68.82044768731801,152.7177374921,3780.462467800091,0.0,61.262630658,0.0,0.0,254.444934844,1296.73164167,2265.902176629009
2030-01-05 23:00:00,0.0,68.814660260514,152.50507141990002,3742.986185274094,0.0,61.262630658,0.0,0.0,275.973583239,1110.64198592,2063.646433248064
2030-01-06 00:00:00,0.0,68.81405948956501,152.48299535700002,3642.8239358549436,0.0,61.262630658,0.0,0.0,303.574400889,948.475342873,1828.895681600436
2030-01-06 01:00:00,0.0,68.813634863024,152.46739193570002,3687.688645650785,0.0,61.262630658,0.0,0.0,335.162610839,818.288653205,1775.145883626843
2030-01-06 02:00:00,0.0,68.813900101355,152.47713844240002,3134.012623383076,0.0,61.262630658,0.0,0.0,360.125933145,694.908042338,1709.9521875569467
2030-01-06 03:00:00,0.0,68.81320165404101,152.4514731421,4769.0,0.0,61.262630658,0.0,0.0,383.65851998,592.25567793,1652.8881790003377
2030-01-06 04:00:00,0.0,68.799015694589,151.9301927218,3121.88803952677,0.0,61.262630658,0.0,0.0,413.943727664,500.896214349,1620.7487620016373
2030-01-06 05:00:00,0.0,68.80150460280501,152.02165069650002,3832.006418134204,0.0,61.262630658,0.0,0.0,464.628591924,449.753566146,1679.9366786438177
2030-01-06 06:00:00,0.0,68.810430342611,152.34963791610002,3436.29219301412,0.0,61.262630658,0.0,0.0,513.285864324,404.169185643,1874.5218613896132
2030-01-06 07:00:00,0.0,68.737300579356,149.6623953749,4293.7685332852525,0.0,61.262630658,0.0,0.0,543.173379563,356.595018961,2124.661574899818
2030-01-06 08:00:00,0.0,68.730013677307,149.39462925190003,4345.667140454652,0.0,61.262630658,0.0,0.0,572.518314696,315.742788957,2331.4366476640553
2030-01-06 09:00:00,0.0,68.81162003256401,152.39335452760002,4264.228930151642,0.0,61.262630658,0.0,150.934346978,597.473223701,285.310302203,2482.9888606357263
2030-01-06 10:00:00,0.0,68.81219301274801,152.4144093849,4769.0,0.0,61.262630658,0.0,398.541267263,640.341347149,175.701114836,2563.0147468991045
2030-01-06 11:00:00,0.0,68.80928724305801,152.3076333257,4769.0,0.0,61.262630658,0.0,563.841450694,614.201710227,104.258145535,2596.950149714659
2030-01-06 12:00:00,0.0,68.81358214230801,152.4654546486,4009.290794823085,0.0,61.262630658,0.0,629.05880856,588.427147894,76.9777997242,2604.5835803378905
2030-01-06 13:00:00,0.0,68.814841309174,152.51172427420002,4029.7692779592544,0.0,61.262630658,0.0,604.367292824,558.217842856,94.4713617573,2585.6417404599215
2030-01-06 14:00:00,0.0,68.80832233135101,152.2721764656,4769.0,0.0,61.262630658,0.0,481.797233648,504.043720329,118.694528802,2569.067831390081
2030-01-06 15:00:00,0.0,68.832811308226,153.172053855,4769.0,0.0,61.262630658,0.0,267.857095824,441.968472356,150.229359573,2608.6960861771404
2030-01-06 16:00:00,0.0,68.833632770543,153.20223949200002,4769.0,0.0,61.262630658,0.0,0.0,395.692505504,199.207040991,2731.9980723888357
2030-01-06 17:00:00,0.0,68.83755208577901,153.34625952110002,4769.0,0.0,61.262630658,0.0,0.0,344.234443452,233.685543798,2818.2289548746426
2030-01-06 18:00:00,0.0,68.839586941937,153.421032798,4769.0,0.0,61.262630658,0.0,0.0,290.559905519,278.632500604,2812.9670252529927
2030-01-06 19:00:00,0.0,68.838921189641,153.39656891610002,4769.0,0.0,61.262630658,0.0,0.0,246.299125564,328.698212283,2735.6753716460867
2030-01-06 20:00:00,0.0,68.836902272304,153.3223813307,4769.0,0.0,61.262630658,0.0,0.0,214.506544108,410.079628053,2590.535226117156
2030-01-06 21:00:00,0.0,68.839595524379,153.4213481703,4728.765444143448,0.0,61.262630658,0.0,0.0,183.642348333,476.003794988,2385.5575672471546
2030-01-06 22:00:00,0.0,68.79794615882601,151.8908913228,4769.0,0.0,61.262630658,0.0,0.0,174.341872526,532.062296602,2138.495896023007
2030-01-06 23:00:00,0.0,68.78476475379,151.40652448240002,4769.0,0.0,61.262630658,0.0,0.0,160.325775599,549.076634787,1923.4563609426073
2030-01-07 00:00:00,0.0,68.792068412036,151.6749063323,4769.0,0.0,61.262630658,0.0,0.0,146.611843376,558.27586841,1985.469193154982
2030-01-07 01:00:00,0.0,68.78494948064001,151.41331249630002,4769.0,0.0,61.262630658,0.0,0.0,130.421802992,579.177583656,1934.647846361738
2030-01-07 02:00:00,0.0,68.76529977505801,150.6912600459,4228.213300394551,0.0,61.262630658,0.0,0.0,114.858836813,591.400581915,1866.654226075823
2030-01-07 03:00:00,0.0,68.761425415472,150.548891967,4769.0,0.0,61.262630658,0.0,0.0,91.308477638,590.754429793,1810.3479910797498
2030-01-07 04:00:00,0.0,68.755851323658,150.3440651498,4769.0,0.0,61.262630658,0.0,0.0,75.5456952708,569.554204621,1779.6828854677308
2030-01-07 05:00:00,0.0,68.724259354208,149.18317961580001,4769.0,0.0,61.262630658,0.0,0.0,64.4642021161,566.17639578,1837.4641458891763
2030-01-07 06:00:00,0.0,68.841868645478,153.50487678360003,4769.0,0.0,61.262630658,0.0,0.0,53.3978184505,559.648913294,2023.2166700306625
2030-01-07 07:00:00,0.0,68.831456099746,153.12225506290002,4769.0,0.0,61.262630658,0.0,0.0,44.8305738708,542.169306454,2253.9773734745004
2030-01-07 08:00:00,0.0,68.81629010714201,152.5649621265,4769.0,0.0,61.262630658,0.0,0.0,37.1003695616,448.995900905,2454.330917783345
2030-01-07 09:00:00,0.0,68.781323603187,151.2800751972,4769.0,0.0,61.262630658,0.0,19.1573461877,34.8302601641,374.215557141,2620.6524855437133
2030-01-07 10:00:00,0.0,68.852304077723,153.88833949730002,4769.0,0.0,61.262630658,0.0,71.2579678868,36.4343753895,284.676411495,2713.718324886845
2030-01-07 11:00:00,0.0,68.88397778471601,155.05222857720003,4769.0,0.0,61.262630658,0.0,132.350613136,50.2481440127,248.758374945,2758.956603157284
2030-01-07 12:00:00,0.0,68.889417009583,155.25209954360002,4769.0,0.0,61.262630658,0.0,186.14702217,66.7059825732,225.669194843,2771.9187260197477
2030-01-07 13:00:00,0.0,68.890695793459,155.29909002020003,4769.0,0.0,61.262630658,0.0,198.621975298,96.5121526716,217.948120527,2749.623760450119
2030-01-07 14:00:00,0.0,68.89149273451301,155.3283745934,4769.0,0.0,61.262630658,0.0,143.195089062,112.564227964,204.796508835,2726.7250751674796
2030-01-07 15:00:00,0.0,68.89545986621201,155.4741516969,4769.0,0.0,61.262630658,0.0,61.370004224,130.15271185,202.330381758,2756.3935612769146
2030-01-07 16:00:00,0.0,68.834168968832,153.22194275360002,4769.0,0.0,61.262630658,0.0,0.0,140.812872215,179.865204781,2869.013885694659
2030-01-07 17:00:00,0.0,68.88611767361901,155.1308614106,4769.0,0.0,61.262630658,0.0,0.0,160.34881053,172.81298038,2939.377757414447
2030-01-07 18:00:00,0.0,68.86099809159201,154.20781166400002,4769.0,0.0,61.262630658,0.0,0.0,189.594122308,153.541546207,2909.152856655262
2030-01-07 19:00:00,0.0,68.863068094894,154.2838764656,4769.0,0.0,61.262630658,0.0,0.0,221.968193855,113.062932509,2806.7829146622676
2030-01-07 20:00:00,0.0,68.867726317527,154.4550485503,4769.0,0.0,61.262630658,0.0,0.0,253.925925715,80.3271611572,2648.928596206228
2030-01-07 21:00:00,0.0,68.693501516395,148.0529452684,4769.0,0.0,61.262630658,0.0,0.0,279.368632955,61.3180174211,2450.047935206683
2030-01-07 22:00:00,0.0,68.617501947969,145.26024822831002,4769.0,0.0,61.262630658,0.0,0.0,286.790488293,25.3565359335,2223.2945954048855
2030-01-07 23:00:00,0.0,68.58647764576301,144.12022232107,4769.0,0.0,61.262630658,0.0,0.0,322.935515287,26.1661439684,2032.675719076413
2030-01-08 00:00:00,0.0,68.588599143717,144.19817935664003,4769.0,0.0,61.262630658,0.0,0.0,348.898654695,32.4164935655,2009.7029522796106
2030-01-08 01:00:00,0.0,68.58863592561201,144.19953095233,4769.0,0.0,61.262630658,0.0,0.0,386.630615799,58.797928292,1956.2569777689223
2030-01-08 02:00:00,0.0,68.58855868363301,144.19669260139003,4769.0,0.0,61.262630658,0.0,0.0,408.578907378,98.157351735,1888.5875310485983
2030-01-08 03:00:00,0.0,68.58868088126201,144.20118290261001,4769.0,0.0,61.262630658,0.0,0.0,435.589236747,137.442712751,1838.5960757236535
2030-01-08 04:00:00,0.0,68.593118821214,144.36426043089,4769.0,0.0,61.262630658,0.0,0.0,457.291872506,173.360794901,1838.6257083293185
2030-01-08 05:00:00,0.0,68.56758850802801,143.42611786582,4769.0,0.0,61.262630658,0.0,0.0,468.20066553,193.408669787,2016.6401951793816
2030-01-08 06:00:00,0.0,68.622869243797,145.4574760742,4769.0,0.0,61.262630658,0.0,0.0,478.082697749,201.279495752,2376.7447232165127
2030-01-08 07:00:00,0.0,68.69362616615001,148.057525676,4769.0,0.0,61.262630658,0.0,0.0,488.91124806,214.985938985,2707.8464277136404
2030-01-08 08:00:00,0.0,68.766789850486,150.74601468880002,4769.0,0.0,61.262630658,0.0,0.0,496.864326217,208.590323471,2881.566685877663
2030-01-08 09:00:00,0.0,68.784620895713,151.4012382415,4769.0,0.0,61.262630658,0.0,12.6689083404,506.797799754,196.505078992,2968.373083548198
