snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hydro,Nuclear,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-06-19 11:00:00,0.0,178.51142049356,225.20279486089998,105.0,0.0,3.71466112,1178.0,0.0,597.573747163,74.8141676502,201.023708668,1216.49440473,4448.522552082423
2030-06-19 12:00:00,0.0,178.71130965745,228.4422789367,105.0,0.0,3.71466112,1178.0,0.0,566.083222794,77.9124496905,216.948950692,1163.800373,4409.612320417483
2030-06-19 13:00:00,0.0,178.6881779325,228.0673969111,105.0,0.0,3.71466112,1178.0,0.0,552.958791119,77.5539079537,238.009724014,1121.37653382,4377.61324862549
2030-06-19 14:00:00,0.0,178.52331330622,225.3955345595,105.0,0.0,3.71466112,1178.0,0.0,478.731593181,74.9985062464,254.533858548,1048.17966432,4331.138836956175
2030-06-19 15:00:00,0.0,178.90384244237998,231.56254258029998,105.0,0.0,3.71466112,1178.0,0.0,392.080628543,80.8967078569,267.645426148,985.877692585,4376.012354397474
2030-06-19 16:00:00,0.0,179.14014568213,235.3921677952,105.0,0.0,3.71466112,1178.0,0.0,324.897958623,84.5594080731,268.660428422,976.398162629,4388.296730332454
2030-06-19 17:00:00,0.0,179.14365630965,235.4490624348,105.0,0.0,3.71466112,1178.0,0.0,233.270536376,84.6138227995,262.55848348,1023.6208443,4270.165569449125
2030-06-19 18:00:00,0.0,178.93036218854,231.9923322382,105.0,0.0,3.71466112,1178.0,0.0,133.237810654,81.3077639224,251.928945188,1117.63680329,4161.9849158759325
2030-06-19 19:00:00,0.0,178.83207279185999,230.39941479750001,105.0,0.0,3.71466112,1178.0,0.0,43.9852247166,79.7842782738,226.072669577,1212.91167825,4069.287532421701
2030-06-19 20:00:00,0.0,178.89832107127998,231.4730610226,105.0,0.0,3.71466112,1178.0,0.0,2.13326951695,80.8111266049,196.365480229,1258.90763558,3981.3136009541327
2030-06-19 21:00:00,0.0,179.13867031946,235.36825747519998,105.0,0.0,3.71466112,1178.0,0.0,0.0,84.5365399517,157.90172571,1271.06838067,3773.885826276087
2030-06-19 22:00:00,0.0,178.54472445586998,225.74253225069998,105.0,0.0,3.71466112,1178.0,0.0,0.0,75.330379066,132.561743656,1374.38678782,3395.928265941721
2030-06-19 23:00:00,0.0,178.25867983371,221.1067782137,105.0,0.0,3.71466112,1178.0,0.0,0.0,70.8966874226,107.301118677,1393.90363105,3118.285813098898
2030-06-20 00:00:00,0.0,178.11608868817999,218.79588883719998,105.0,0.0,3.71466112,1178.0,0.0,0.0,68.6865246668,91.5683675555,1403.9984184,2892.9164459788694
2030-06-20 01:00:00,0.0,177.85767135589998,214.6078737565,105.0,0.0,3.71466112,1178.0,0.0,0.0,64.6810560164,80.2054376243,1431.8243583,2836.011620515019
2030-06-20 02:00:00,0.0,178.50760743714,225.1409989369,105.0,0.0,3.71466112,1178.0,0.0,0.0,74.7550652756,70.1970398415,1414.20782281,2786.892386867418
2030-06-20 03:00:00,0.0,178.49150105408998,224.8799724241,105.0,0.0,3.71466112,1178.0,0.0,0.0,74.5054163384,63.7781700582,1346.19137992,2767.6841886192688
2030-06-20 04:00:00,0.0,177.59398195202,210.3344173662,105.0,0.0,3.71466112,1178.0,0.0,0.0226568307038,60.5938702564,59.9767932579,1323.09412754,2861.788911858129
2030-06-20 05:00:00,0.0,178.29925843744,221.7644113641,105.0,0.0,3.71466112,1178.0,0.0,31.9020801108,71.5256557803,59.3045788254,1227.17315785,3321.478182414823
2030-06-20 06:00:00,0.0,178.98785637699999,232.924106149,105.0,0.0,3.71466112,1178.0,0.0,97.4802660232,82.1989238435,54.7031406617,1151.94725233,3921.7303075994078
2030-06-20 07:00:00,0.0,178.89721352755998,231.45511172419998,105.0,0.0,3.71466112,1178.0,0.0,184.04448325,80.7939596772,59.0750427462,1081.9897688,4254.462696438321
