snapshot,EN_NorthEast,EN_NorthWest,EN_Yorkshire,EN_EastMidlands,EN_WestMidlands,EN_East,EN_London,EN_SouthEast,EN_SouthWest,EN_Wales,Scotland,NorthernIreland
2030-09-19 02:00:00,1057.3222631231963,2867.1163622433605,2167.3458079955235,1949.4623154237654,2251.004240087146,2468.6245491628097,3585.059547438906,3561.7049654466277,2216.250721851601,1414.6783561703128,2313.758073818007,741.4674533931521
2030-09-19 03:00:00,1048.00815014692,2841.859497193358,2148.2533284191454,1932.2892047439468,2231.174800630988,2446.8780592336243,3553.478211439331,3530.329363519602,2196.7274314348224,1402.2162389010314,2293.3758262753745,734.9357535793829
2030-09-19 04:00:00,1092.0660045094994,2961.330163360129,2238.565061456859,2013.521890154894,2324.972520057003,2549.7438596203797,3702.865051129695,3678.743034661452,2289.0769968793948,1461.1648633269813,2389.7884525879995,765.8321663529989
2030-09-19 05:00:00,1287.171935836426,3490.3944114029055,2638.501804609695,2373.2529522002437,2740.3466155440005,3005.2750713989067,4364.410169643914,4335.978570724533,2698.038083032602,1722.2131244251154,2816.7424093920463,902.6539311908584
2030-09-19 06:00:00,1542.374522140433,4182.421370825577,3161.627321688832,2843.788608310206,3283.66450819353,3601.1193012356775,5229.724842823816,5195.656221083338,3232.967627071486,2063.669639505513,3375.2069997203903,1081.6196244008297
2030-09-19 07:00:00,1658.0618037375677,4496.127900555531,3398.7682138774726,3057.089702700529,3529.9589167025115,3871.224711229604,5621.98537480387,5585.361403386423,3475.459467346701,2218.4571617848737,3628.367640680278,1162.7475426028218
2030-09-19 08:00:00,1685.6213690726179,4570.860537391373,3455.261026411904,3107.9032870957335,3588.6323227092175,3935.5704853830744,5715.431513482382,5678.198794712555,3533.227007762715,2255.331369341794,3688.6767526973936,1182.0742147427243
2030-09-19 09:00:00,1682.898726783228,4563.477611174169,3449.6800341653684,3102.883352562372,3582.8359070359547,3929.213689703465,5706.199858125949,5669.0272782322245,3527.5200836302565,2251.6885224513703,3682.718743678851,1180.1649097794002
2030-09-19 10:00:00,1681.926383126391,4560.840929336027,3447.6868812525076,3101.090571512774,3580.765819447052,3926.9434722823353,5702.9029352937005,5665.751832938519,3525.4819563662113,2250.3875439568637,3680.590945877746,1179.4830351984863
2030-09-19 11:00:00,1684.0154277173287,4566.505743307163,3451.969096992021,3104.942295672297,3585.21332650894,3931.820950929433,5709.986252761777,5672.789006704825,3529.860797845412,2253.1826484117196,3685.162441208385,1180.9480176611573
2030-09-19 12:00:00,1657.5548188451446,4494.753121331471,3397.728973884488,3056.154937608807,3528.8795625809653,3870.041008403,5620.266342591667,5583.653569671264,3474.3967774999155,2217.778825028682,3627.2581961626875,1162.3920097532784
2030-09-19 13:00:00,1629.9940527564017,4420.017228439572,3341.2336999921786,3005.33913929628,3470.2036002092345,3805.6924307428353,5526.816132521073,5490.812133475808,3416.6267201868955,2180.903010884708,3566.94645651382,1143.06449556189
2030-09-19 14:00:00,1616.206198355721,4382.629022089268,3312.970747930338,2979.917464654454,3440.849712752104,3773.500697871098,5480.065694379492,5444.366247302278,3387.7260308379064,2162.455107271051,3536.7742369807056,1133.395499034729
2030-09-19 15:00:00,1659.079242366415,4498.8868653878135,3400.8538044528673,3058.9656286451273,3532.12501000012,3873.600215902153,5625.435201027625,5588.788755994793,3477.5921180760647,2219.8184765487476,3630.5941206516313,1163.4610408950896
2030-09-19 16:00:00,1702.8312380800785,4617.5281417200695,3490.538574942182,3139.634380115871,3625.271566446228,3975.751900833647,5773.784966679443,5736.172109033485,3569.300573922281,2278.357867550074,3726.3374307651575,1194.142964443027
2030-09-19 17:00:00,1719.23526794274,4662.010570650525,3524.1642788520317,3169.8796886217965,3660.195205211096,4014.051851791408,5829.406063412895,5791.430866607162,3603.685022535904,2300.3061673353536,3762.23467596812,1205.6466040351083
2030-09-19 18:00:00,1708.8399429748324,4633.821808013214,3502.8554832485097,3150.713068388474,3638.0639010704613,3989.7809598341164,5794.158665032345,5756.413084567597,3581.895406193244,2286.3974076786567,3739.486392012185,1198.3566836390496
2030-09-19 19:00:00,1654.6435248089426,4486.858632529316,3391.761274966879,3050.787172064999,3522.6815135582638,3863.2437506715964,5610.395026301534,5573.846559276925,3468.2944208823637,2213.883565461086,3620.8873569999682,1160.3504091454136
2030-09-19 20:00:00,1552.5332986309022,4209.968690419662,3182.4512297903643,2862.519086830996,3305.292208424296,3624.837902374135,5264.170176964302,5229.877163865804,3254.261414704053,2077.2619015125447,3397.437640221144,1088.7436606541935
2030-09-19 21:00:00,1402.7411433204566,3803.7807622872565,2875.400663273653,2586.336344720521,2986.389648158885,3275.1048032345316,4756.270348069284,4725.286007543956,2940.2824284356057,1876.8426656441532,3069.6446665629687,983.6990476634174
2030-09-19 22:00:00,1227.8887247775303,3329.6374971096134,2516.9804639037156,2263.948164126218,2614.1346136654342,2866.8612733758746,4163.398756925023,4136.2766306817875,2573.774683040571,1642.8932439171952,2687.0118504003135,861.0804459197116
2030-09-19 23:00:00,1112.7926142483768,3017.534032311713,2281.0513802437367,2051.7370550310056,2369.0987888702875,2598.1361231779174,3773.142706979778,3748.562872376562,2332.521995057752,1488.8966979974882,2435.1448801397523,780.3670977325423
2030-09-20 00:00:00,1116.8171403746785,3028.4472468626973,2289.3010313985733,2059.157367923585,2377.666872311458,2607.532543115949,3786.7886561063915,3762.1199260654516,2340.9577948546657,1494.2814422739434,2443.951825895833,783.1893736289834
2030-09-20 01:00:00,1103.4607568008653,2992.2290499888686,2261.9225272676044,2034.531227572977,2349.2315720198753,2576.348203649801,3741.5012048527756,3717.127496269506,2312.961510496335,1476.41083894174,2414.723802039005,773.822954269039
