snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hydro,Nuclear,Oil,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-01-01 00:00:00,0.0,196.17716983427,225.7924369591,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1983.726083186,2.79669645861,65.4885890228,5219.687688605253
2030-01-01 01:00:00,0.0,196.18211540523998,225.81261621090002,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1984.085051184,2.91599271186,64.8018519588,5090.14355758125
2030-01-01 02:00:00,0.0,196.15962544261,225.7208511505,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1982.452645763,3.26772932392,63.3922131172,4913.959836086023
2030-01-01 03:00:00,0.0,196.12985805949,225.5993922689,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1980.292018002,3.4926536939,63.3662051562,4755.856680475231
2030-01-01 04:00:00,0.0,196.13027659658,225.6011000121,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1980.322396986,3.63376092186,64.742148402,4647.866759226313
2030-01-01 05:00:00,0.0,196.12880744596,225.5951054848,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1980.215760551,3.64083151582,64.8327655025,4677.710703968794
2030-01-01 06:00:00,0.0,196.13136991797,225.6055610557,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1980.401754333,3.87498138327,63.9929846373,4887.178756282701
2030-01-01 07:00:00,0.0,196.12830349313998,225.5930492226,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1980.179181774,4.23145993499,63.3787819119,5210.167414503091
2030-01-01 08:00:00,0.0,196.33430061760998,226.4335725649,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,1995.131221862,4.31819949959,64.3997666012,5710.269215303695
2030-01-01 09:00:00,0.0,196.41421557786998,226.7596469685,3678.0,0.0,0.6310641,0.0,0.0,0.0,21.9385650521,2000.931747925,4.34940209122,66.2221097463,6224.600866390976
2030-01-01 10:00:00,0.0,197.68048674381,231.9263718702,3678.0,0.0,0.6310641,0.0,0.0,0.0,128.4825417,2092.842434945,4.28614401888,67.2181792889,6558.610894663168
2030-01-01 11:00:00,0.0,197.75993191753,232.25052941910002,3678.0,0.0,0.6310641,0.0,0.0,0.0,185.920629903,2098.608862148,3.83251155827,63.8140089946,6737.854335088081
2030-01-01 12:00:00,0.0,197.75497780499,232.2303153154,3678.0,0.0,0.6310641,0.0,0.0,0.0,198.378265292,2098.2492741710003,3.46354448327,61.2552364616,6824.531390431663
2030-01-01 13:00:00,0.0,197.74927203399,232.20703424430002,3678.0,0.0,0.6310641,0.0,0.0,0.0,191.048077519,2097.835128017,2.81003326393,57.7876608678,6804.241876465646
2030-01-01 14:00:00,0.0,197.75336344762,232.2237283058,3678.0,0.0,0.6310641,0.0,0.0,0.0,134.879439725,2098.132098088,2.7397082094,54.4635482051,6761.888948619471
2030-01-01 15:00:00,0.0,197.75199679589,232.2181520013,3678.0,0.0,0.6310641,0.0,0.0,0.0,46.4361194334,2098.032901405,2.81351569333,50.66881659,6855.2341957609
2030-01-01 16:00:00,0.0,197.76011129057,232.25126130910002,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2098.621881713,3.1928746762,50.6155547972,7122.906119947283
2030-01-01 17:00:00,0.0,198.12004464995,233.7198856455,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2124.747188228,3.7882636697,50.7840287252,7329.629503708958
2030-01-01 18:00:00,0.0,197.81878335791,232.4906590301,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2102.880519328,4.57767527691,50.9083700162,7320.626074020593
2030-01-01 19:00:00,0.0,197.77684423276,232.3195361869,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2099.836421105,5.27897518306,51.0632506553,7101.776172021438
2030-01-01 20:00:00,0.0,197.78981888267998,232.3724762274,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2100.778169618,5.72401141337,51.0693157713,6705.285946139994
2030-01-01 21:00:00,0.0,197.79579798403,232.3968725594,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2101.212155108,5.94455392671,50.0986041782,6248.406270660595
2030-01-01 22:00:00,0.0,197.79861670322998,232.4083736874,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2101.416748268,5.10512596845,52.2704034966,5745.49912826788
2030-01-01 23:00:00,0.0,197.80014564485998,232.414612178,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2101.527724558,5.41131125366,50.5690583245,5326.1041556866
2030-01-02 00:00:00,0.0,197.86847823166,232.6934274012,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2106.487558728,5.52348067445,52.6902607085,4985.883904710179
2030-01-02 01:00:00,0.0,197.86804261141998,232.69164995420002,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2106.455939786,5.98831263358,58.8641832216,4862.781902231726
2030-01-02 02:00:00,0.0,197.87078445646,232.702837415,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2106.654953132,6.55297166984,65.7467453108,4692.641664938537
2030-01-02 03:00:00,0.0,197.87360317566998,232.714338543,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2106.859546291,7.28550287637,73.2427664547,4544.727984588296
2030-01-02 04:00:00,0.0,197.51348190167,231.24494746460002,3678.0,0.0,0.6310641,0.0,0.0,0.0,0.0,2080.720600231,8.09110239907,84.6152138508,4455.461314016623
