snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hydro,Oil,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-01-05 19:00:00,0.0,67.42082905475,196.1035122983,60.0,0.0,0.0,0.0,0.0,0.0,540.0,0.944620360882,0.0,7228.297025838468
2030-01-05 20:00:00,0.0,67.45247374492,196.2896214598,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.03246260442,0.0,6844.756510943267
2030-01-05 21:00:00,0.0,67.43519361074,196.1879933109,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.16046206189,0.0,6341.254237873206
2030-01-05 22:00:00,0.0,67.45432975933,196.3005370758,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.32780509067,0.0,5742.219916248193
2030-01-05 23:00:00,0.0,67.35362853294,195.7082917194,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.44015100532,0.0,5229.666033827083
2030-01-06 00:00:00,0.0,67.34317511844,195.6468129626,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.58418415813,0.0,4634.76372278793
2030-01-06 01:00:00,0.0,67.33578661662,195.6033596101,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.74902527003,0.0,4498.551681684968
2030-01-06 02:00:00,0.0,67.34040176357,195.6305022721,60.0,0.0,0.0,0.0,0.0,0.0,540.0,1.87929481719,0.0,4333.338662408327
2030-01-06 03:00:00,0.0,67.32824878030999,195.5590279896,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.00209816014,0.0,4188.7277918180525
2030-01-06 04:00:00,0.0,67.08141308585,194.1073347076,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.16013963564,0.0,4107.280497980726
2030-01-06 05:00:00,0.0,67.1247200888,194.362032414,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.42463545209,0.0,4257.27374890279
2030-01-06 06:00:00,0.0,67.28002796143,195.2754310853,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.67855040634,0.0,4750.388996019057
2030-01-06 07:00:00,0.0,66.00757008079,187.7918353231,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.83451654851,0.0,5384.2898146765465
2030-01-06 08:00:00,0.0,65.88077798514,187.0461440085,60.0,0.0,0.0,0.0,0.0,0.0,540.0,2.98765127009,0.0,5908.2965230230175
2030-01-06 09:00:00,0.0,67.30072856662,195.3971757525,60.0,0.0,0.0,0.0,0.0,12.3629375862,540.0,3.11787691296,0.0,6292.358176104655
2030-01-06 10:00:00,0.0,67.31069842181,195.455810594,60.0,0.0,0.0,0.0,0.0,32.6442649494,540.0,3.34158155293,0.0,6495.158739454932
2030-01-06 11:00:00,0.0,67.26013802921,195.1584541584,60.0,0.0,0.0,0.0,0.0,46.1838991788,540.0,3.205173481,0.0,6581.157397262518
2030-01-06 12:00:00,0.0,67.33486927617,195.5979645355,60.0,0.0,0.0,0.0,0.0,51.5258120103,540.0,3.07067052815,0.0,6600.50193817259
2030-01-06 13:00:00,0.0,67.35677877962999,195.7268189909,60.0,0.0,0.0,0.0,0.0,49.5033454607,540.0,2.9130251459,0.0,6552.4997731543845
2030-01-06 14:00:00,0.0,67.24334856550999,195.05971174709998,60.0,0.0,0.0,0.0,0.0,39.4637088778,540.0,2.63032085187,0.0,6510.498387687466
2030-01-06 15:00:00,0.0,67.66945676313,197.56574479580001,60.0,0.0,0.0,0.0,0.0,21.9400065261,540.0,2.30638502539,0.0,6610.923797147525
