snapshot,BECCS,Biogas,Biomass,CBF,CCGT,DSR,Hard coal,Hydro,Nuclear,Oil,Other RES,PV,SCGT,Wind,Wind offshore
2030-01-01 00:00:00,0.0,1451.359026579957,4143.8227961174125,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,7832.5804199345,546.505321449421,4913.8133004876
2030-01-01 01:00:00,0.0,1451.419248963329,4143.9990051546,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,4619.5846784607,569.817124569712,4876.0470286503005
2030-01-01 02:00:00,0.0,1451.14538793512,4143.197695318662,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,7944.0878171508,638.550336445643,4777.2144458545
2030-01-01 03:00:00,0.0,1450.782909513824,4142.13709342788,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,7289.973186816,682.503038119595,4775.9801891554
2030-01-01 04:00:00,0.0,1450.788006054045,4142.152005764411,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,6400.1281758791,710.076946163746,4875.2494711178
2030-01-01 05:00:00,0.0,1450.770116157785,4142.099660419952,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,6907.829846922,711.458618176381,4887.7893373148
2030-01-01 06:00:00,0.0,1450.801319465208,4142.19096043933,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,7056.639493812992,757.214083765214,4850.565284206
2030-01-01 07:00:00,0.0,1450.763979507327,4142.081704749639,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,6747.6575131507,826.873922930514,4831.576790146501
2030-01-01 08:00:00,0.0,1453.272413391458,4149.421313300239,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,8619.5577426376,843.823790153452,4915.5619384472
2030-01-01 09:00:00,0.0,1454.245540539111,4152.2686565685535,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,179.06177047821,7892.7854503576,849.92112056307,5046.760118224
2030-01-01 10:00:00,0.0,1469.664966937743,4197.38547410083,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,1048.66983495505,10156.9172603213,837.559795812067,5110.7934873671
2030-01-01 11:00:00,0.0,1470.632373479013,4200.2160790322105,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,1517.4774229675,8440.9795721535,748.915011733013,4882.0389879807
2030-01-01 12:00:00,0.0,1470.572047084652,4200.03956566163,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,1619.1561901702999,8908.0435791572,676.814777435408,4724.9057223249
2030-01-01 13:00:00,0.0,1470.502567720109,4199.836270951931,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,1559.3274640231,7803.8849527389,549.111480247624,4463.2868437028
2030-01-01 14:00:00,0.0,1470.5523890009729,4199.98204664955,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,1100.88108410458,10171.7157641969,535.369189261698,4211.2660544221
2030-01-01 15:00:00,0.0,1470.535747237019,4199.93335330589,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,379.00991884071,6723.4382488883,549.7919853461129,3917.7473679874
2030-01-01 16:00:00,0.0,1470.634557710527,4200.22247003367,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,9478.085996037,623.922913012157,3901.8218895449
2030-01-01 17:00:00,0.0,1475.0174782828979,4213.04677507647,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,8293.1748561901,740.268486476012,3905.3773680749
2030-01-01 18:00:00,0.0,1471.349009439612,4202.312936141991,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,8071.0000751672,894.528217749047,3919.7199633648
2030-01-01 19:00:00,0.0,1470.83831530803,4200.81865915952,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,7992.4838241071,1031.569951205798,3943.9259725412003
2030-01-01 20:00:00,0.0,1470.996308054652,4201.28094159059,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,8281.118485076,1118.534937112169,3949.4614059964
2030-01-01 21:00:00,0.0,1471.069115771995,4201.49397496893,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,7456.3326145551,1161.631375687111,3881.9346696754
2030-01-01 22:00:00,0.0,1471.103439410141,4201.59440499009,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,5920.699871489971,997.597897992798,4051.0533180690004
2030-01-01 23:00:00,0.0,1471.122057383592,4201.64888066835,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3276.1454601337,1057.429878400204,3955.0334352667
2030-01-02 00:00:00,0.0,1471.9541455816639,4204.08354784945,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3290.0212256049,1079.3490198847,4114.198133898
2030-01-02 01:00:00,0.0,1471.948841019416,4204.06802684621,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3289.9327676016,1170.182309447754,4563.4026012073
2030-01-02 02:00:00,0.0,1471.982228558353,4204.16571786674,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3290.48953269,1280.5229104705031,5057.7289655465
2030-01-02 03:00:00,0.0,1472.01655219653,4204.266147888,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3291.0619080146,1423.6675843449862,5609.7326006938
2030-01-02 04:00:00,0.0,1467.631343381626,4191.43514751026,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3217.9348895069998,1581.090612770813,6446.8033511773
2030-01-02 05:00:00,0.0,1460.506692196587,4170.58861410574,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3099.1253821231,1641.2981262088808,7390.1181518577005
2030-01-02 06:00:00,0.0,1472.00209466408,4204.22384554567,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3290.8208165916,1635.53182062714,8123.640022260401
2030-01-02 07:00:00,0.0,1460.934593552453,4171.8406417037,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3106.2609945162,1621.18502078331,8491.2723411595
2030-01-02 08:00:00,0.0,1472.632921529247,4206.06962760243,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3301.3403812886,1519.961692028853,8744.065260540201
2030-01-02 09:00:00,0.0,1471.4981612491279,4202.7493502341,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,706.01564519833,3282.4173061265,1467.185633092623,8977.478740909399
2030-01-02 10:00:00,0.0,1471.491920587632,4202.73109023033,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,2250.2267989248,3282.3132378861,1260.9544294683142,9355.3972268778
2030-01-02 11:00:00,0.0,1471.308757173026,4202.1951591171,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,3750.5349989006,3279.2588350115,1034.193542146566,9468.989026812
2030-01-02 12:00:00,0.0,1471.360346641309,4202.34610848222,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,4716.2069482519,3280.1191324695,919.394729790925,9333.114578903
2030-01-02 13:00:00,0.0,1471.4674779968188,4202.65957188195,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,4787.606892829001,3281.9056372752,899.5116634789099,9070.5164448446
2030-01-02 14:00:00,0.0,1471.4034072055629,4202.47210250886,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,3729.9863807205998,3280.8372033345,919.945389121737,8811.1247014606
2030-01-02 15:00:00,0.0,1471.597907821855,4203.0412059624305,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,1810.3118921523,3284.0806635125,952.761968830748,8646.7629737965
2030-01-02 16:00:00,0.0,1475.496137018835,4214.4473173725,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3349.0868902782,1055.8818414145571,8653.6103609978
2030-01-02 17:00:00,0.0,1475.644768773227,4214.88220979771,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3351.565448886,1102.605633314196,8556.6515701742
2030-01-02 18:00:00,0.0,1477.488884242204,4220.27804093767,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3382.3176141132,1144.648507824013,8441.7542973309
2030-01-02 19:00:00,0.0,1456.556249465169,4159.02972733037,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3033.2484510726,1197.133279494833,8151.6875290803
2030-01-02 20:00:00,0.0,1449.093562449687,4137.194110383541,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,2908.801913966,1254.0897824462131,7400.8675871578
2030-01-02 21:00:00,0.0,1454.05093591178,4151.699248781637,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,2991.4702557074,1282.97104640541,6443.161256094901
2030-01-02 22:00:00,0.0,1459.369851695951,4167.26225006977,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3080.1676175465,1341.786702881127,5454.0198984622
2030-01-02 23:00:00,0.0,1465.9633185775278,4186.5545528125,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,3190.1191831481,1391.441092675014,4810.6354357559
2030-01-03 00:00:00,0.0,1539.650865167904,4402.16228736654,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,4418.9205494728,1423.55757876378,4408.9332806617
2030-01-03 01:00:00,0.0,1540.301974183011,4404.06741443572,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,4429.7783359549,1467.465895888833,4154.2401441642005
2030-01-03 02:00:00,0.0,1539.102831078467,4400.55875469452,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,5673.7816234386,1545.877945453402,3997.9717098621
2030-01-03 03:00:00,0.0,1539.339872203881,4401.25233050762,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,6497.734482128,1644.304760932883,3841.931441785
2030-01-03 04:00:00,0.0,1541.776746503094,4408.38255768065,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,4454.3713957832,1714.981096983468,3584.70469677965
2030-01-03 05:00:00,0.0,1543.455588453604,4413.294803052,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,4482.3674870939,1803.0969202302708,3415.43993580844
2030-01-03 06:00:00,0.0,1563.06707519423,4470.67747384262,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,4809.4054035059,1905.061464701268,3255.538029609356
2030-01-03 07:00:00,0.0,1562.417214311375,4468.77599877408,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,6342.5684306712,1989.4038409840539,3229.6650212256
2030-01-03 08:00:00,0.0,1568.142189136254,4485.52711764665,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,0.0,7618.0371660616,2177.897577217922,3214.1721597630003
2030-01-03 09:00:00,0.0,1564.464359300842,4474.76588870652,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,1330.83839373022,6322.7062826735,2302.08102696272,3080.0107786595
2030-01-03 10:00:00,0.0,1563.120432849911,4470.83359687569,0.0,22124.0,0.0,0.0,677.143821538,3456.1,0.0,0.0,3735.4061258404,4810.295186966,2653.46854790784,2387.6850028985
