snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hard coal,Hydro,Oil,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-06-04 17:00:00,0.0,77.717329069,49.2181009425,433.5368588556001,0.0,0.0,3.97354505,0.0,0.0,55.8169142929,169.0,168.622228156,205.465287974,1163.350264344074
2030-06-04 18:00:00,0.0,77.69218006146001,49.15098485309,0.0,0.0,0.0,3.97354505,0.0,0.0,29.8405029912,169.0,185.162357188,232.733454713,1149.0735620868306
2030-06-04 19:00:00,0.0,77.58711135288,48.87058409264,0.0,0.0,0.0,3.97354505,0.0,0.0,10.8330367229,169.0,175.567403407,258.843918412,1127.7129613637112
2030-06-04 20:00:00,0.0,77.62000907959,48.95837947637,371.22547786075796,0.0,0.0,3.97354505,0.0,0.0,0.106000899282,169.0,156.755176037,260.547072797,1088.1856612029628
2030-06-04 21:00:00,0.0,77.58173433028,48.85623423296,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,157.831408718,250.496474053,1006.3331109168354
2030-06-04 22:00:00,0.0,77.3578061547,48.25862880345,221.5901580008499,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,157.622186273,205.644599641,883.44692392321
2030-06-04 23:00:00,0.0,77.27994623977,48.05084116002,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,155.00796215,186.539356227,797.7292637561652
2030-06-05 00:00:00,0.0,77.16412740940001,47.74175115074,187.4587748248599,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,147.264118772,191.978845695,824.5811629017584
2030-06-05 01:00:00,0.0,77.00260094442001,47.3106794813,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,144.962416761,195.862880991,813.2020533682936
2030-06-05 02:00:00,0.0,77.00717170788,47.32287764732,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,159.148139197,176.995176139,799.2451435530868
2030-06-05 03:00:00,0.0,76.97392087497,47.234139916,136.02166539603,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,177.174142225,184.056996392,794.4344098536599
2030-06-05 04:00:00,0.0,76.9607755162,47.19905840936,83.58604660186576,0.0,0.0,3.97354505,0.0,0.0,0.0048038115742,169.0,206.559079117,235.037975331,822.3212838365292
2030-06-05 05:00:00,0.0,77.2677444592,48.01827781554,0.0,0.0,0.0,3.97354505,0.0,0.0,8.89026275182,169.0,221.915631448,288.138001717,947.8616171132721
2030-06-05 06:00:00,0.0,77.62083103234,48.960573052149996,0.0,0.0,0.0,3.97354505,0.0,0.0,26.362524274,169.0,270.045373722,317.150131964,1109.2078507900826
2030-06-05 07:00:00,0.0,77.63147129887001,48.98896912617,211.87780502516023,0.0,0.0,3.97354505,0.0,0.0,46.0185214888,169.0,321.988556545,309.937380236,1189.416248769624
2030-06-05 08:00:00,0.0,77.39415843697,48.35564348776,0.0,0.0,0.0,3.97354505,0.0,0.0,66.348569393,169.0,343.908414392,291.757865321,1219.3031821537272
2030-06-05 09:00:00,0.0,77.31013878073,48.13141711416,0.0,0.0,0.0,3.97354505,0.0,0.0,85.5970250502,169.0,376.737932552,250.196989554,1225.8546233967736
2030-06-05 10:00:00,0.0,77.52518045053,48.70530679602,0.0,0.0,0.0,3.97354505,0.0,0.0,106.184532046,169.0,338.215567061,163.891793462,1233.4862295734988
2030-06-05 11:00:00,0.0,77.58954386219,48.87707582048,0.0,0.0,0.0,3.97354505,0.0,0.0,123.0027356,169.0,338.1121681,137.472758184,1236.5902184725649
2030-06-05 12:00:00,0.0,77.61263308362001,48.93869488229,0.0,0.0,0.0,3.97354505,0.0,0.0,127.438112148,169.0,335.374135373,107.770212848,1219.2104629290172
2030-06-05 13:00:00,0.0,77.60721878871,48.92424555259,352.67364734550046,0.0,0.0,3.97354505,0.0,0.0,117.452702407,169.0,339.732083879,88.9705052272,1198.3339482489341
2030-06-05 14:00:00,0.0,77.51629394474,48.68159104835,0.0,0.0,0.0,3.97354505,0.0,0.0,101.607762242,169.0,348.144418502,86.0669147246,1182.154396756424
2030-06-05 15:00:00,0.0,77.42052369917,48.42600544109,335.76774674584016,0.0,0.0,3.97354505,0.0,0.0,87.6992683024,169.0,378.603497892,95.6398739595,1196.530461088987
2030-06-05 16:00:00,0.0,77.55054524519001,48.77299876451,0.0,0.0,0.0,3.97354505,0.0,0.0,71.7839761879,169.0,402.118770495,121.856095972,1204.0140533267706
2030-06-05 17:00:00,0.0,77.63309362564,48.99329868982,229.85041807594007,0.0,0.0,3.97354505,0.0,0.0,49.7746747466,169.0,455.720977102,166.00447561,1200.950482899021
2030-06-05 18:00:00,0.0,77.65080582448,49.04056789195,127.99709944727026,0.0,0.0,3.97354505,0.0,0.0,26.7689062363,169.0,505.062921361,237.945188829,1197.4390346421228
2030-06-05 19:00:00,0.0,77.63679927893,49.003188104239996,0.0,0.0,0.0,3.97354505,0.0,0.0,9.74007471278,169.0,571.900895839,288.827167011,1176.6542100127115
2030-06-05 20:00:00,0.0,77.63050221854,48.98638290557,0.0,0.0,0.0,3.97354505,0.0,0.0,0.164540789451,169.0,535.970339392,258.919646635,1125.9032991595352
2030-06-05 21:00:00,0.0,77.70753625733,49.19196650269,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,557.384221149,202.835226827,1039.8918565852362
2030-06-05 22:00:00,0.0,77.51330823573001,48.67362297596,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,621.146869013,335.659742368,927.1432209899596
2030-06-05 23:00:00,0.0,77.25581535507,47.98644217282,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,587.612563021,338.759425997,849.0376126929149
2030-06-06 00:00:00,0.0,77.12793206321001,47.645155287579996,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,549.287561192,329.189568081,824.6917523302217
2030-06-06 01:00:00,0.0,77.02921926605,47.38171678374,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,510.156418238,339.465572617,811.3622644331828
2030-06-06 02:00:00,0.0,77.03471202901001,47.39637552402,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,481.224495592,358.523079844,796.1039172660946
2030-06-06 03:00:00,0.0,77.03934164350001,47.40873074796,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,488.772609708,365.544070768,789.4126019151357
2030-06-06 04:00:00,0.0,77.04777499634001,47.43123714955,0.0,0.0,0.0,3.97354505,0.0,0.0,0.00551701458897,169.0,521.464272993,374.555187359,812.8526955629791
2030-06-06 05:00:00,0.0,77.57037411946,48.82591681691,0.0,0.0,0.0,3.97354505,0.0,0.0,6.78755967807,169.0,539.926788543,375.434473503,930.2651736540554
2030-06-06 06:00:00,0.0,77.73831534690001,49.27410780089,0.0,0.0,0.0,3.97354505,0.0,0.0,18.8320068509,169.0,546.764577653,382.751179163,1089.0721542949161
2030-06-06 07:00:00,0.0,77.88354203781,49.66167965855,0.0,0.0,0.0,3.97354505,0.0,0.0,32.8521763426,169.0,660.071035153,389.896226214,1180.4137827740806
2030-06-06 08:00:00,0.0,78.01264158433,50.00621240771,0.0,0.0,0.0,3.97354505,0.0,0.0,50.205046502,169.0,664.445765111,392.093638273,1220.4472494390473
2030-06-06 09:00:00,0.0,77.50803322159,48.65954535003,0.0,0.0,0.0,3.97354505,0.0,0.0,69.1605187242,169.0,672.216206124,398.884174265,1234.3517649395847
2030-06-06 10:00:00,0.0,77.80870314250001,49.46195432228,0.0,0.0,0.0,3.97354505,0.0,0.0,91.6530683991,169.0,586.490749857,285.718418859,1245.414169553127
2030-06-06 11:00:00,0.0,78.01248660994,50.00579882183,0.0,0.0,0.0,3.97354505,0.0,0.0,113.797561237,169.0,544.102293791,266.746568344,1250.0157002389806
2030-06-06 12:00:00,0.0,77.65496463072,49.05166665245,0.0,0.0,0.0,3.97354505,0.0,0.0,123.609818154,169.0,510.075395098,220.869708736,1234.010921210404
2030-06-06 13:00:00,0.0,77.10592373906,47.58642085645,103.04327528249004,0.0,0.0,3.97354505,0.0,0.0,121.846538106,169.0,486.714791963,203.255856803,1212.5263517963253
2030-06-06 14:00:00,0.0,77.18378561569,47.79421373514,0.0,0.0,0.0,3.97354505,0.0,0.0,116.371399942,169.0,492.452070216,158.330775176,1194.5113151874093
2030-06-06 15:00:00,0.0,77.60025474996,48.90566036402,0.0,0.0,0.0,3.97354505,0.0,0.0,102.392729084,169.0,490.086293546,127.169809413,1204.9305795883831
2030-06-06 16:00:00,0.0,77.71034541324,49.19946340129,0.0,0.0,0.0,3.97354505,0.0,0.0,79.1790982281,169.0,482.697116793,121.329216825,1212.3552282221633
2030-06-06 17:00:00,0.0,77.85674716308,49.59017118232,264.18067587980033,0.0,0.0,3.97354505,0.0,0.0,54.7010803358,169.0,478.193287647,110.940158422,1208.4356656784998
2030-06-06 18:00:00,0.0,77.96956262913001,49.89124600182,0.0,0.0,0.0,3.97354505,0.0,0.0,31.2265098961,169.0,439.346812341,122.09798304,1202.3321022646019
2030-06-06 19:00:00,0.0,77.93580175395,49.80114710176,0.0,0.0,0.0,3.97354505,0.0,0.0,11.6440536896,169.0,395.179163775,141.63558107,1180.6662110972563
2030-06-06 20:00:00,0.0,78.00114601613001,49.97553375842,330.9382237657851,0.0,0.0,3.97354505,0.0,0.0,0.240267926665,169.0,341.899806095,157.991251418,1132.0197740295484
2030-06-06 21:00:00,0.0,77.98347108962001,49.92836402631,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,317.316167153,171.363498755,1048.6542443460614
2030-06-06 22:00:00,0.0,77.47140826287,48.56180296397,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,362.925373644,223.287678424,935.4739170224185
2030-06-06 23:00:00,0.0,77.04193305060001,47.41564653222,29.45251735517985,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,317.509407747,209.575897142,853.9689468773579
2030-06-07 00:00:00,0.0,76.97917823381,47.24817042455,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,288.054297257,208.704288283,822.422610698649
2030-06-07 01:00:00,0.0,76.98837861176,47.27272381451,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,279.552297313,230.418586762,807.9498040064996
2030-06-07 02:00:00,0.0,77.10425629316,47.58197088172,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,276.308124011,244.968361117,794.7882586002318
2030-06-07 03:00:00,0.0,77.21801533742,47.88556386339,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,273.809300647,229.46139806,789.0906575637465
2030-06-07 04:00:00,0.0,77.02192369982001,47.36224683549,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0109537190845,169.0,277.859809171,203.449770627,812.8049793121193
2030-06-07 05:00:00,0.0,77.16693460361,47.74924281408,0.0,0.0,0.0,3.97354505,0.0,0.0,6.2540430375,169.0,270.639071653,190.22815408,930.9555623111029
2030-06-07 06:00:00,0.0,77.66145982291,49.06900061282,295.59566618007005,0.0,0.0,3.97354505,0.0,0.0,20.4309308572,169.0,267.358389993,204.460919814,1087.5499123312134
2030-06-07 07:00:00,0.0,78.08346095416,50.19521068727,0.0,0.0,0.0,3.97354505,0.0,0.0,37.7864953772,169.0,322.569525309,199.278687229,1178.6364927714683
2030-06-07 08:00:00,0.0,77.99257338252,49.95265565306,0.0,0.0,0.0,3.97354505,0.0,0.0,65.8233331413,169.0,331.256206515,171.13522832,1220.1284861710487
2030-06-07 09:00:00,0.0,77.96411106189001,49.8766972021,381.87238740801007,0.0,0.0,3.97354505,0.0,0.0,102.44174778,169.0,307.097166639,140.008069629,1232.233724769068
2030-06-07 10:00:00,0.0,78.05046514239001,50.10715354032,0.0,0.0,0.0,3.97354505,0.0,0.0,136.082534257,169.0,264.896454504,99.9399919757,1243.3637741853
2030-06-07 11:00:00,0.0,77.96416991292,49.87685426003,0.0,0.0,0.0,3.97354505,0.0,0.0,160.464971008,169.0,254.056032405,85.9257037071,1247.5572841456642
2030-06-07 12:00:00,0.0,77.8248499039,49.50504578343,422.3497335221699,0.0,0.0,3.97354505,0.0,0.0,170.915957861,169.0,255.370203078,82.6227131715,1231.5620483672594
2030-06-07 13:00:00,0.0,77.87921060187,49.65012019479,0.0,0.0,0.0,3.97354505,0.0,0.0,171.990865682,169.0,265.356260162,72.29599262,1211.4231707887027
2030-06-07 14:00:00,0.0,77.50262285008,48.64510649086,0.0,0.0,0.0,3.97354505,0.0,0.0,159.674590592,169.0,270.717639159,48.1193590653,1194.190306448782
2030-06-07 15:00:00,0.0,77.53387078621,48.72849901724,454.95548337705014,0.0,0.0,3.97354505,0.0,0.0,141.024476999,169.0,280.534657346,28.4595316245,1204.2100642004004
2030-06-07 16:00:00,0.0,77.80178029948,49.44347907426,0.0,0.0,0.0,3.97354505,0.0,0.0,113.304911592,169.0,279.091896507,16.6873637203,1206.9414920976558
2030-06-07 17:00:00,0.0,77.82859675292,49.5150451384,0.0,0.0,0.0,3.97354505,0.0,0.0,72.2457977277,169.0,280.70355102,17.1909978835,1198.6034047243777
2030-06-07 18:00:00,0.0,77.96964305887,49.89146064766,560.8542058885703,0.0,0.0,3.97354505,0.0,0.0,36.2401824354,169.0,270.310040748,26.7302198015,1194.9692976343867
2030-06-07 19:00:00,0.0,77.87867898089,49.64870143814,0.0,0.0,0.0,3.97354505,0.0,0.0,11.8881917303,169.0,245.885941267,38.5921174078,1180.5726498210606
2030-06-07 20:00:00,0.0,77.88319089332,49.66074254623,0.0,0.0,0.0,3.97354505,0.0,0.0,0.246666774063,169.0,215.904091473,44.275132975,1141.336605913109
2030-06-07 21:00:00,0.0,77.88550570056,49.6669201582,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,209.674472966,43.2446692439,1063.66886438866
2030-06-07 22:00:00,0.0,77.74847892007,49.30123170567,423.3498984442599,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,184.964483469,41.930656232,950.2682938208523
2030-06-07 23:00:00,0.0,77.49890934998001,48.63519613538,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,165.689556906,33.8638793164,866.8318446900092
2030-06-08 00:00:00,0.0,77.21291687637,47.87195741125,314.8089211877799,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,147.792945272,46.1774488806,806.8377346776383
2030-06-08 01:00:00,0.0,77.22877330601,47.914274053279996,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,141.324634119,80.4931672625,793.0319263234875
2030-06-08 02:00:00,0.0,77.23859946660001,47.94049749258,242.10079968882002,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,134.04468355,105.517148078,779.8152733255404
2030-06-08 03:00:00,0.0,77.24413146358,47.95526093814,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,138.102885705,113.037840993,774.5837945670618
2030-06-08 04:00:00,0.0,77.23706149298,47.9363930453,0.0,0.0,0.0,3.97354505,0.0,0.0,0.00986026697681,169.0,136.572222244,115.090608343,797.3836484018985
2030-06-08 05:00:00,0.0,77.2369261356,47.93603181206,0.0,0.0,0.0,3.97354505,0.0,0.0,9.04988018602,169.0,138.083722568,119.193970394,911.0108243806521
2030-06-08 06:00:00,0.0,76.67355697943,46.43254764499,473.52717572957977,0.0,0.0,3.97354505,0.0,0.0,32.319453181,169.0,142.435834878,117.852715137,1062.2148285953037
2030-06-08 07:00:00,0.0,77.01226232212001,47.3364631584,0.0,0.0,0.0,3.97354505,0.0,0.0,69.6215846099,169.0,173.445964405,121.567662362,1148.892427456116
2030-06-08 08:00:00,0.0,77.28041704802,48.05209762347,0.0,0.0,0.0,3.97354505,0.0,0.0,97.9203445983,169.0,186.537181336,117.027254855,1185.5480513665916
2030-06-08 09:00:00,0.0,77.29333484948,48.08657183944,0.0,0.0,0.0,3.97354505,0.0,0.0,120.625166536,169.0,182.987308634,96.7255189466,1197.0949162682755
2030-06-08 10:00:00,0.0,77.30109337716,48.10727731008,528.7571773469601,0.0,0.0,3.97354505,0.0,0.0,142.301160743,169.0,166.776987022,71.2379962208,1207.455237065246
2030-06-08 11:00:00,0.0,77.29243050529,48.08415838256,0.0,0.0,0.0,3.97354505,0.0,0.0,156.418775147,169.0,166.339340286,61.7568683982,1212.6952298998585
2030-06-08 12:00:00,0.0,77.27822582794,48.04624983315,0.0,0.0,0.0,3.97354505,0.0,0.0,161.052597779,169.0,165.325989031,52.9638281814,1198.6875163116774
2030-06-08 13:00:00,0.0,77.19907511372,47.83501738576,526.9049764966201,0.0,0.0,3.97354505,0.0,0.0,155.12642648,169.0,160.790646786,38.8395348279,1179.6692221381156
2030-06-08 14:00:00,0.0,77.14379241625001,47.68748240013,0.0,0.0,0.0,3.97354505,0.0,0.0,139.428788933,169.0,156.504328631,26.9540576555,1163.628141334375
2030-06-08 15:00:00,0.0,77.39423690501,48.35585289834,0.0,0.0,0.0,3.97354505,0.0,0.0,115.576740083,169.0,155.061394214,25.1558095471,1173.570243226751
2030-06-08 16:00:00,0.0,77.76064342832001,49.33369558012,0.0,0.0,0.0,3.97354505,0.0,0.0,92.2832182618,169.0,164.478375864,32.7847955429,1177.6039505273732
2030-06-08 17:00:00,0.0,77.8462128284,49.56205781258,583.13073181602,0.0,0.0,3.97354505,0.0,0.0,65.2732335116,169.0,169.425671949,46.8410652324,1165.0525182031772
2030-06-08 18:00:00,0.0,77.80960552499,49.46436254389,0.0,0.0,0.0,3.97354505,0.0,0.0,32.6446179136,169.0,171.561735489,64.5086524409,1151.3510306719845
2030-06-08 19:00:00,0.0,77.8344995114,49.53079804894,0.0,0.0,0.0,3.97354505,0.0,0.0,10.7167884537,169.0,171.512935816,86.3900964401,1128.9664953421802
2030-06-08 20:00:00,0.0,77.75330274297,49.31410522079,521.5041099275628,0.0,0.0,3.97354505,0.0,0.0,0.246050654777,169.0,168.208961994,99.6490710999,1089.6491466852146
2030-06-08 21:00:00,0.0,77.74168947272,49.28311245563,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,182.453834713,101.468085566,1018.8987645550133
2030-06-08 22:00:00,0.0,77.51576036205,48.68016705644,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,185.637843445,98.1145114421,915.5844738061992
2030-06-08 23:00:00,0.0,77.22807690214,47.91241553442,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,175.274347928,77.9403543988,841.8426569921947
2030-06-09 00:00:00,0.0,77.16218140195001,47.73655776847,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,156.711589465,72.9096396386,874.2938242729916
2030-06-09 01:00:00,0.0,77.14660549556001,47.69498976926,330.2518857499799,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,141.315120403,91.1116702502,860.4938167179649
2030-06-09 02:00:00,0.0,77.15684557508,47.72231784935,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,133.814581892,114.395509148,846.8647456145477
2030-06-09 03:00:00,0.0,77.29528281863,48.09177045698,0.0,0.0,0.0,3.97354505,0.0,0.0,0.0,169.0,137.682112603,104.133843655,834.1878476189731
2030-06-09 04:00:00,0.0,77.26862330127,48.02062321399,299.68223849472935,0.0,0.0,3.97354505,0.0,0.0,0.0135793203106,169.0,144.992207872,81.2905310947,824.2413483466158
2030-06-09 05:00:00,0.0,77.28894652422001,48.07486055301,0.0,0.0,0.0,3.97354505,0.0,0.0,6.38629618202,169.0,148.118833526,59.8846642337,845.4336323338592
2030-06-09 06:00:00,0.0,77.08415670414,47.52833036283,0.0,0.0,0.0,3.97354505,0.0,0.0,23.6811447121,169.0,153.582974445,48.0887681606,931.183758263744
2030-06-09 07:00:00,0.0,77.11785284318,47.61825649917,502.2600405775498,0.0,0.0,3.97354505,0.0,0.0,46.3721234373,169.0,167.622297062,42.2915147608,1056.2556302305757
2030-06-09 08:00:00,0.0,77.37520448137,48.30506036327,0.0,0.0,0.0,3.97354505,0.0,0.0,77.7652502951,169.0,153.907103628,33.8295813539,1123.2603802295612
2030-06-09 09:00:00,0.0,77.68151429281001,49.12252072063,0.0,0.0,0.0,3.97354505,0.0,0.0,104.219577021,169.0,136.166111907,22.2307509617,1148.8049476628728
2030-06-09 10:00:00,0.0,77.64688242236001,49.03009736318,660.6434047097699,0.0,0.0,3.97354505,0.0,0.0,113.063307177,169.0,78.0396175687,1.84710811899,1153.2439624119745
2030-06-09 11:00:00,0.0,77.64203702075001,49.01716626015,0.0,0.0,0.0,3.97354505,0.0,0.0,114.052614417,169.0,84.2052856815,1.48945632351,1150.3051091653936
2030-06-09 12:00:00,0.0,77.73523939964001,49.26589890633,0.0,0.0,0.0,3.97354505,0.0,0.0,118.616059493,169.0,91.1855536304,1.02275948703,1140.7089968723888
2030-06-09 13:00:00,0.0,77.59790070869,48.89937804676,0.0,0.0,0.0,3.97354505,0.0,0.0,121.476501522,169.0,97.0718863131,0.795329619147,1123.7536352776644
2030-06-09 14:00:00,0.0,77.61129912690001,48.93513490251,0.0,0.0,0.0,3.97354505,0.0,0.0,122.257964383,169.0,106.043898731,0.76899046728,1106.2389643738427
2030-06-09 15:00:00,0.0,77.88770280575001,49.67278365431,0.0,0.0,0.0,3.97354505,0.0,0.0,115.406017644,169.0,112.175976817,2.63309454456,1094.5803873083814
2030-06-09 16:00:00,0.0,78.07688925562,50.17767255158,0.0,0.0,0.0,3.97354505,0.0,0.0,92.4637821983,169.0,115.339250104,3.86749565601,1109.3708345332152
2030-06-09 17:00:00,0.0,78.10495923604,50.25258394966,629.9645349811298,0.0,0.0,3.97354505,0.0,0.0,63.5623060012,169.0,117.733901545,7.49111496697,1120.0829457286814
