snapshot,BECCS,Biogas,Biomass,CCGT,DSR,Hard coal,Hydro,Other RES,PV,SCGT,Wind,Wind offshore,demand
2030-09-28 04:00:00,0.0,97.03832667619,2145.8258582335,1200.0,0.0,0.0,1.97978176,0.0,0.0,1540.518711359,212.307136391,372.95789966,2275.9067320521503
2030-09-28 05:00:00,0.0,97.02697210526,2145.7970450136,1200.0,0.0,0.0,1.97978176,0.0,0.0,1539.831269187,204.94550381,360.583830222,2715.6374786995125
2030-09-28 06:00:00,0.0,98.09128933520999,2148.4978433595,1200.0,0.0,0.0,1.97978176,0.0,0.0,1604.2684506159999,193.162546664,376.415304122,3278.4510241423122
2030-09-28 07:00:00,0.0,101.09665887882,2156.1242322442004,1200.0,0.0,0.0,1.97978176,0.0,52.6230062038,1786.223169652,196.522942408,425.113402659,3506.771503632601
2030-09-28 08:00:00,0.0,103.7724810359,2162.9143657237,1200.0,0.0,0.0,1.97978176,0.0,164.356502182,1948.2260320999999,211.440630133,400.737735365,3542.6137970538034
2030-09-28 09:00:00,0.0,103.28600553429999,2161.6798914587002,1200.0,0.0,0.0,1.97978176,0.0,250.422007567,1918.773243706,250.573078096,411.039567452,3537.4258016151407
2030-09-28 10:00:00,0.0,102.9286675871,2160.7731150678,1200.0,0.0,0.0,1.97978176,0.0,279.246450401,1897.138857374,258.845076903,425.164155462,3537.9992980007432
2030-09-28 11:00:00,0.0,103.06886177919999,2161.1288701297003,1200.0,0.0,0.0,1.97978176,0.0,296.768733871,1905.626663768,276.489882668,474.66965808,3548.69608585485
2030-09-28 12:00:00,0.0,102.30520895288,2159.1910340859004,1200.0,0.0,0.0,1.97978176,0.0,303.229594988,1859.392670431,275.173970655,460.726241121,3517.407031023963
2030-09-28 13:00:00,0.0,102.34038163979,2159.2802878647003,1200.0,0.0,0.0,1.97978176,0.0,300.437099934,1861.5221377970001,282.624086199,469.376705314,3472.480959611449
2030-09-28 14:00:00,0.0,103.216951205,2161.5046600398,1200.0,0.0,0.0,1.97978176,0.0,278.076091415,1914.592472953,276.968534424,468.393592321,3463.47567158803
2030-09-28 15:00:00,0.0,105.1255618874,2166.3479270932003,1200.0,0.0,0.0,1.97978176,0.0,217.806868685,2030.145890073,275.332693172,506.683647462,3588.452758754891
2030-09-28 16:00:00,0.0,108.564788593,2175.0752665897003,1200.0,0.0,0.0,1.97978176,0.0,129.399707295,2238.367714324,272.240874574,583.356812305,3718.247270257653
2030-09-28 17:00:00,0.0,109.1103045531,2176.4595611977,1200.0,0.0,0.0,1.97978176,0.0,35.5422029738,2271.395001586,266.046388279,663.341616871,3730.518506701131
2030-09-28 18:00:00,0.0,109.385098411,2177.1568747205,1200.0,0.0,0.0,1.97978176,0.0,0.0,2288.031903798,251.43283407,715.556206058,3626.377087456775
2030-09-28 19:00:00,0.0,109.2075963431,2176.7064476504,1200.0,0.0,0.0,1.97978176,0.0,0.0,2277.2853588440003,228.894858016,773.232753114,3449.0783689062723
2030-09-28 20:00:00,0.0,107.8005067963,2173.1358344784003,1200.0,0.0,0.0,1.97978176,0.0,0.0,2192.0956410999997,209.305253053,868.423943724,3208.699970655276
2030-09-28 21:00:00,0.0,105.4956778648,2167.2871288569,1200.0,0.0,0.0,1.97978176,0.0,0.0,2052.5538993709997,188.847921118,906.572268341,2891.332485850315
2030-09-28 22:00:00,0.0,104.74637549479999,2165.3857083549,1200.0,0.0,0.0,1.97978176,0.0,0.0,2007.18872872,175.005256492,922.374666405,2530.6163865485078
2030-09-28 23:00:00,0.0,102.21975173758,2158.9741789048003,1200.0,0.0,0.0,1.97978176,0.0,0.0,1854.218816309,158.940153562,949.345216103,2313.2850495314046
2030-09-29 00:00:00,0.0,99.53667986901999,2152.1656486464003,1200.0,0.0,0.0,1.97978176,0.0,0.0,1691.7770330580001,152.923385356,896.438928087,2304.0431976674768
2030-09-29 01:00:00,0.0,99.04280568925999,2150.9123995866003,1200.0,0.0,0.0,1.97978176,0.0,0.0,1661.87630494,140.264583483,893.972263016,2263.6091043825345
2030-09-29 02:00:00,0.0,98.83491441980999,2150.3848572516004,1200.0,0.0,0.0,1.97978176,0.0,0.0,1649.289900182,134.548743405,880.307493917,2195.3738371221084
2030-09-29 03:00:00,0.0,98.92343372785,2150.6094827617003,1200.0,0.0,0.0,1.97978176,0.0,0.0,1654.649143228,130.953167853,853.064018953,2152.499717727322
2030-09-29 04:00:00,0.0,98.87367885875,2150.4832254163002,1200.0,0.0,0.0,1.97978176,0.0,0.0,1651.6368237450001,125.177703758,859.738071197,2158.354467666746
2030-09-29 05:00:00,0.0,98.8435213832,2150.4066981763003,1200.0,0.0,0.0,1.97978176,0.0,0.0,1649.810993372,118.293421019,840.23381543,2337.2365230434034
2030-09-29 06:00:00,0.0,98.87573128848,2150.4884336368,1200.0,0.0,0.0,1.97978176,0.0,0.0,1651.761084428,112.084045363,814.457760433,2729.8313091300115
2030-09-29 07:00:00,0.0,100.31640454427999,2154.1442684169,1200.0,0.0,0.0,1.97978176,0.0,34.6915530574,1738.984067718,102.201924272,796.738922886,3078.624043901782
2030-09-29 08:00:00,0.0,103.2059773267,2161.4768128608002,1200.0,0.0,0.0,1.97978176,0.0,109.861426248,1913.928079135,103.010718926,781.876782106,3192.6251158374744
2030-09-29 09:00:00,0.0,106.7522448634,2170.4757778574003,1200.0,0.0,0.0,1.97978176,0.0,179.668093692,2128.630498894,102.676007332,746.516581719,3224.6646113369798
2030-09-29 10:00:00,0.0,107.97585712339999,2173.5808013173,1200.0,0.0,0.0,1.97978176,0.0,229.968629143,2202.711912757,76.3618006215,587.424686867,3201.699868849899
2030-09-29 11:00:00,0.0,105.3398918276,2166.8918081199004,1200.0,0.0,0.0,1.97978176,0.0,246.99237466,2043.122112622,65.9254586527,582.648779771,3188.3081676034585
2030-09-29 12:00:00,0.0,106.3647659926,2169.4925162282,1200.0,0.0,0.0,1.97978176,0.0,253.189279262,2105.171284293,53.7175721966,533.502485752,3161.0043246614587
2030-09-29 13:00:00,0.0,105.93572541969999,2168.4037881339,1200.0,0.0,0.0,1.97978176,0.0,246.243434503,2079.195790844,49.7802136766,477.163133794,3124.052505805641
2030-09-29 14:00:00,0.0,108.48972594119999,2174.8847885253003,1200.0,0.0,0.0,1.97978176,0.0,199.18506298,2233.8231804409997,47.2323555315,429.198325758,3116.4367910465253
2030-09-29 15:00:00,0.0,106.4922980174,2169.8161399298,1200.0,0.0,0.0,1.97978176,0.0,136.706076497,2112.8924824349997,43.1662106203,366.941157663,3190.667515871742
2030-09-29 16:00:00,0.0,107.2309078906,2171.690427283,1200.0,0.0,0.0,1.97978176,0.0,69.5794557946,2157.610295007,40.1062773217,300.687689283,3374.114159433375
2030-09-29 17:00:00,0.0,109.0870823038,2176.4006327028,1200.0,0.0,0.0,1.97978176,0.0,14.8466538245,2269.989052073,35.8177330671,232.791918264,3453.010798342884
2030-09-29 18:00:00,0.0,110.17914043879999,2179.1718260291,1200.0,0.0,0.0,1.97978176,0.0,0.0,2336.105756939,30.8776864334,171.778029115,3360.530198788232
2030-09-29 19:00:00,0.0,107.73843734879999,2172.9783278099003,1200.0,0.0,0.0,1.97978176,0.0,0.0,2188.3377575140003,27.9092290642,137.193616372,3192.9275893722747
2030-09-29 20:00:00,0.0,109.4234490536,2177.2541928407,1200.0,0.0,0.0,1.97978176,0.0,0.0,2290.3537748030003,26.3630229827,117.657680647,2995.0294932555653
2030-09-29 21:00:00,0.0,105.78270354189999,2168.0154816938,1200.0,0.0,0.0,1.97978176,0.0,0.0,2069.931355176,25.5921326829,113.005145303,2759.1466284268536
2030-09-29 22:00:00,0.0,104.0194677813,2163.5411162589003,1200.0,0.0,0.0,1.97978176,0.0,0.0,1963.179402466,25.0908227271,62.9343107596,2498.5777115016285
2030-09-29 23:00:00,0.0,104.16826893679999,2163.9187122455,1200.0,0.0,0.0,1.97978176,0.0,0.0,1972.18830205,26.2122498802,78.3259233477,2301.576370105182
2030-09-30 00:00:00,0.0,104.0968807963,2163.7375585759,1200.0,0.0,0.0,1.97978176,0.0,0.0,1967.866234875,28.1673078394,113.178140878,2250.9919104150763
2030-09-30 01:00:00,0.0,105.8280887219,2168.1306505698003,1200.0,0.0,0.0,1.97978176,0.0,0.0,2072.679119654,30.7010276539,151.565512339,2215.339415034698
2030-09-30 02:00:00,0.0,105.21802053639999,2166.5825490266,1200.0,0.0,0.0,1.97978176,0.0,0.0,2035.743633463,33.9452732886,196.833142771,2141.17514687219
2030-09-30 03:00:00,0.0,106.02864752059999,2168.6395861170004,1200.0,0.0,0.0,1.97978176,0.0,0.0,2084.821593097,39.1660226211,262.786288102,2088.073538525392
2030-09-30 04:00:00,0.0,105.3743527848,2166.9792558223003,1200.0,0.0,0.0,1.97978176,0.0,0.0,2045.208489588,45.0520949714,347.622838573,2087.6244774547395
2030-09-30 05:00:00,0.0,106.5427315124,2169.9441193481002,1200.0,0.0,0.0,1.97978176,0.0,0.0,2115.945888111,48.2302313377,386.982602898,2225.088990332041
2030-09-30 06:00:00,0.0,109.8834581429,2178.4215062622,1200.0,0.0,0.0,1.97978176,0.0,0.0,2318.204201637,54.5319655242,407.635964624,2507.7159128504672
2030-09-30 07:00:00,0.0,111.1758102469,2181.7009631073,1200.0,0.0,0.0,1.97978176,0.0,27.4962991599,2396.447346309,60.7664662374,412.849687115,2736.0517074564414
2030-09-30 08:00:00,0.0,110.02265922379999,2178.7747412174003,1200.0,0.0,0.0,1.97978176,0.0,98.0465928751,2326.631881893,66.304611765,420.178724562,2877.182959861622
2030-09-30 09:00:00,0.0,106.4644246975,2169.7454089352,1200.0,0.0,0.0,1.97978176,0.0,173.373460778,2111.2049421789998,82.1526816896,405.563605446,2983.660754700732
2030-09-30 10:00:00,0.0,107.19010757379999,2171.5868928996,1200.0,0.0,0.0,1.97978176,0.0,226.273531383,2155.140112863,90.5908599547,400.13096054,3030.5099670686845
2030-09-30 11:00:00,0.0,104.9310445149,2165.8543221950003,1200.0,0.0,0.0,1.97978176,0.0,267.169743009,2018.369183965,97.211905735,379.523055744,3050.2213414093058
2030-09-30 12:00:00,0.0,106.7182308062,2170.3894642031,1200.0,0.0,0.0,1.97978176,0.0,303.473928857,2126.571178688,111.301794004,342.939215755,3037.9528398079146
2030-09-30 13:00:00,0.0,109.0821498517,2176.3881161729,1200.0,0.0,0.0,1.97978176,0.0,296.158693575,2269.690425591,137.88836088,287.448441675,3003.4681219986
2030-09-30 14:00:00,0.0,107.87323563689999,2173.3203902921,1200.0,0.0,0.0,1.97978176,0.0,252.522757279,2196.498878561,164.085436763,241.980107517,2985.343503036741
2030-09-30 15:00:00,0.0,105.981756122,2168.5205950792,1200.0,0.0,0.0,1.97978176,0.0,197.06780501,2081.982637311,184.571243548,252.393913166,3050.894933015285
2030-09-30 16:00:00,0.0,110.60778376729999,2180.2595460808,1200.0,0.0,0.0,1.97978176,0.0,117.581618911,2362.057199934,183.735619542,277.9395591,3208.0747857542333
2030-09-30 17:00:00,0.0,110.6439330135,2180.3512779646003,1200.0,0.0,0.0,1.97978176,0.0,32.6570074686,2364.245791334,193.658626152,312.691848201,3332.869458953905
2030-09-30 18:00:00,0.0,111.0685376898,2181.4287495824,1200.0,0.0,0.0,1.97978176,0.0,0.0,2389.952721369,194.959950136,383.849402347,3332.0345116648045
2030-09-30 19:00:00,0.0,109.7503977993,2178.0838539668002,1200.0,0.0,0.0,1.97978176,0.0,0.0,2310.148301331,200.274138301,509.345143267,3212.921472900463
2030-09-30 20:00:00,0.0,110.71225906129999,2180.5246613052,1200.0,0.0,0.0,1.97978176,0.0,0.0,2368.382469586,206.514014884,649.470190118,2982.4921566770417
2030-09-30 21:00:00,0.0,105.43786224349999,2167.1404166455,1200.0,0.0,0.0,1.97978176,0.0,0.0,2049.053556074,203.233024757,766.081702389,2702.0691066542645
2030-09-30 22:00:00,0.0,102.47302818703,2159.6168901157002,1200.0,0.0,0.0,1.97978176,0.0,0.0,1869.552985545,202.373940211,902.800475951,2427.888333694611
2030-09-30 23:00:00,0.0,102.6406156952,2160.0421581207,1200.0,0.0,0.0,1.97978176,0.0,0.0,1879.699271228,182.577614508,1012.65491436,2220.945841312641
2030-10-01 00:00:00,0.0,102.7966169066,2160.4380248808,1200.0,0.0,0.0,1.97978176,0.0,0.0,1889.144085308,167.718263007,1025.75682976,2228.3206164839094
2030-10-01 01:00:00,0.0,102.83665583819999,2160.5396271824,1200.0,0.0,0.0,1.97978176,0.0,0.0,1891.568170746,165.228940622,931.443697343,2183.817898626433
2030-10-01 02:00:00,0.0,102.6388611989,2160.0377059322,1200.0,0.0,0.0,1.97978176,0.0,0.0,1879.593048385,154.833143477,845.311102,2128.120514912948
2030-10-01 03:00:00,0.0,103.2339665095,2161.5478378679,1200.0,0.0,0.0,1.97978176,0.0,0.0,1915.622634106,142.365509635,850.558541342,2110.58921994182
2030-10-01 04:00:00,0.0,103.0274159401,2161.0236976769,1200.0,0.0,0.0,1.97978176,0.0,0.0,1903.1173996349999,129.632134719,925.561251082,2227.8483092555193
2030-10-01 05:00:00,0.0,107.07095078649999,2171.2845220979,1200.0,0.0,0.0,1.97978176,0.0,0.0,2147.92597848,118.373418468,979.47189947,2718.312154260404
2030-10-01 06:00:00,0.0,110.7190618727,2180.5419240361,1200.0,0.0,0.0,1.97978176,0.0,0.0,2368.794333626,106.201523113,1013.01464081,3309.7980576254395
2030-10-01 07:00:00,0.0,110.8414959269,2180.8526111899,1200.0,0.0,0.0,1.97978176,0.0,55.1303123123,2376.206884263,95.7106537854,960.988800188,3521.757891299855
2030-10-01 08:00:00,0.0,109.5210056732,2177.5017513218,1200.0,0.0,0.0,1.97978176,0.0,194.180667308,2296.260165699,85.5816120351,924.818241188,3559.6242413494997
2030-10-01 09:00:00,0.0,110.2569341463,2179.3692343870002,1200.0,0.0,0.0,1.97978176,0.0,336.160925411,2340.8156377,95.4760212238,926.624646093,3537.9673003483276
2030-10-01 10:00:00,0.0,108.4559767136,2174.7991468994,1200.0,0.0,0.0,1.97978176,0.0,392.505506827,2231.779893872,118.374375841,755.049539841,3538.4281212399537
2030-10-01 11:00:00,0.0,105.7313927986,2167.8852761812,1200.0,0.0,0.0,1.97978176,0.0,431.760729608,2066.824838078,128.723559799,698.316161319,3542.5817994013873
2030-10-01 12:00:00,0.0,105.7090146938,2167.828489777,1200.0,0.0,0.0,1.97978176,0.0,483.591062041,2065.4699957820003,125.570678059,673.047057223,3492.2112043624697
